LibID,Library,Year,Upper Tier Code,Legal Name,New Legal Name,Mailing Address,Postal Code,City,Street Address,Library Web Site Address,Library Service Type,Population (Resident),Households (Resident),Population (Contracting),Households (Contracting),Date year starts,Date year ends,Ontario Library Service (OLS) Region,# of Active Library Cardholders,Net Balance brought forward amount,Net Balance brought forward type,Provincial Operating Funding,Local Operating Grant,Contract Revenue,Project Grants,Donations,Self-generated Revenue,Debt Services and Reserve Fund Revenues,Other operating revenue,Total Operating Revenues,Provincial capital revenues,Federal capital revenues,Local capital revenues,Other capital revenues,Total Capital Revenues,General materials expenditure,Electronic materials expenditure,Staffing expenditure,Staff Training expenditure,Facilities/Utilities,Telephone and Fax,Dedicated Internet Connectivity Costs,Computer Services,Debt Charges and Transfers to Reserve Funds,Funds returned to government sources,Contract payment made to library boards for library services,Other expenditures,Total Operating Expenditures,Total Capital Expenditures,Titles Held (Reference - English Language),Titles Held (Reference - French Language),Titles Held (Reference - Other Language),Volumes Held (Reference - English Language),Volumes Held (Reference - French Language),Volumes Held (Reference - Other Language),# of Databases (Reference - English Language),# of Databases (Reference - French Language),# of Databases (Reference - Other Language),# of CD ROM Titles (Reference - English Language),# of CD ROM Titles (Reference - French Language),# of CD ROM Titles (Reference - Other Language),# of copies of CD ROM (Reference - English Language),# of copies of CD ROM (Reference - French Language),# of copies of CD ROM (Reference - Other Language),Titles Held (Circulating - English Language),Titles Held (Circulating - French Language),Titles Held (Circulating - Other Language),Volumes Held (Circulating - English Language),Volumes Held (Circulating - French Language),Volumes Held (Circulating - Other Language),# of CD ROM Titles (Circulating - English Language),# of CD ROM Titles (Circulating - French Language),# of CD ROM Titles (Circulating - Other Language),# of copies of CD ROMs (Circulating - English Language),# of copies of CD ROMs (Circulating - French Language),# of copies of CD ROMs (Circulating - Other Language),Titles Held (Periodicals - English Language),Titles Held (Periodicals - French Language),Titles Held (Periodicals - Other Language),# of Database Subscriptions (Periodicals - English Language),# of Database Subscriptions (Periodicals - French Language),# of Database Subscriptions (Periodicals - Other Language),# of CD ROM Titles (Periodicals - English Language),# of CD ROMs Titles (Periodicals - French Language),# of CD ROM Titles (Periodicals - Other Language),# of copies of CD ROMs (Periodicals - English Language),# of copies of CD ROMs (Periodicals - French Language),# of copies of CD ROMs (Periodicals - Other Language),# of individual electronic periodical titles (English Language),# of individual electronic periodical titles (French Language),# of individual electronic periodical titles (Other Language),# of hours per week in an FTE,Librarians (Full Time - # of people),Library Technicians (Full Time - # of people),EXCEL Graduates  (Full Time - # of people),Other staff (Full Time - # of people),Volunteers (Full Time - # of people),Librarians (Part Time - # of people),Librarians (Part Time - Hours worked),Library Technicians (Part Time - # of people),Library Technicians (Part Time - Hours worked),EXCEL Graduates (Part Time - # of people),EXCEL Graduates (Part Time - Hours worked),Other staff (Part Time - # of people),Other staff (Part Time - Hours worked),Volunteers (Part Time - # of people),Volunteers (Part Time - Hours worked),# of Public access workstations,Workstations with internet access,Workstations with OPAC access,Workstations with CD ROM access,Automated catalogue available,Name of Automated Catalogue System,Does your library provide wireless Internet connection,# of Main Libraries,Main Library - total hours open per week,# of Branches open >= 12 hours per week,Branches open >= 12 hours per week - total hours open per week,# of Branches open < 12 hours per week,Branches open < 12 hours per week - total hours open per week,# of Bookmobile stops,Bookmobile hours per week,# of Deposit Stations,Deposit Station hours per week,# of Bookmobiles,Total Annual Direct Circulation,# of programs held annually,Annual program attendance,# of items borrowed,# of items lent,# of requests made to other libraries,# of requests received from other libraries,Typical Week - Direct circulation,Typical Week - Materials use in library,Typical Week -  # of people using library workstations,Typical Week -  # of times electronic databases accessed,No of people using public library wireless connection,Typical Week -  # of standard reference transactions,Typical Week -  # of electronic reference transactions,Typical Week -  # of library visits made in person,Typical Week -  # of electronic library visits
239,Lambton County,2004,54,Lambton County,,"P.O. Box 3100,  787 Broadway Street",N0N1T0,Wyoming,,www.lclmg.org,"County, County co-operative or Regional Municipality Library",122352,55140,824,0,01/01/2004,12/31/2004,SOLS,43939,0,Nil,283948,3915508,13995,110658,13974,105715,3853,0,4447651,0,0,105520,5700,111220,619063,41048,3288972,21573,169689,55221,1425,25394,55496,34131,0,135639,4447651,111220,40013,177,0,70784,177,0,17,0,0,29,0,0,94,0,0,258854,8814,7518,536954,9533,7528,0,0,0,0,0,0,480,22,4,8,0,0,2,0,0,2,0,0,4595,15,0,35,9,5,5,12,0,1,19,2,40,16,317,153,1252.5,187,2918,120,82,35,3,Yes,GEAC Advance System,0,1,40,27,705,0,0,7,14,0,0,1,1179710,2587,40168,5064,1634,5072,7344,21555,6925,2380,0,0,2222,41,18573,3948
330,Lanark Highlands Twp,2004,55,Lanark Highlands Twp,Township of Lanark Highlands,P.O. Box 249,K0G1K0,Lanark,75 George Street,www.lanarklibrary.ca,Public or Union Library,4564,3149,0,0,01/01/2004,12/31/2004,SOLS,615,30928,Surplus,13599,37742,6339,7548,219,5116,653,353,71569,0,0,0,0,0,14163,0,37583,1344,2892,797,0,9732,0,0,200,3708,70419,1150,9,0,0,89,0,0,0,0,0,0,0,0,0,0,0,15331,84,0,15415,84,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,30,1,4,2,6,3,2,1,2,Yes,STACKS,0,1,30,0,0,0,0,0,0,0,0,0,17702,3,457,234,0,292,234,367,39,39,0,0,59,0,298,0
240,Larder Lake Twp,2004,90,Larder Lake Twp,,P.O. Box 189,P0K1L0,Larder Lake,69 Fourth Avenue,www.larderlakepubliclibrary.ca,Public or Union Library,753,527,0,0,01/01/2004,12/31/2004,OLS-N,589,15327,Surplus,4444,35940,0,6574,2583,2946,17638,1119,71244,0,0,0,0,0,6913,0,34240,0,8388,808,0,8048,0,0,0,1996,60393,3632,84,51,0,483,152,0,0,0,0,12,2,0,12,2,0,15985,3587,75,16296,3588,75,12,2,0,12,2,0,65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,30,0,0,1,7,0,0,4,4,0,4,No,,0,1,20,0,0,0,0,0,0,0,0,0,6746,12,315,85,0,147,0,121,5,14,0,0,35,0,71,21
241,Latchford,2004,90,Latchford,,P.O. Box 94,P0J1N0,Latchford,66 Main Street,,Public or Union Library,293,192,0,0,01/01/2004,12/31/2004,OLS-N,243,5941,Surplus,922,0,0,4000,750,1596,0,0,7268,0,0,0,0,0,3390,0,0,0,0,790,0,3299,0,0,0,4776,12255,0,24,1,0,101,11,0,0,0,0,10,0,0,10,0,0,6915,0,0,6923,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,3,3,3,3,No,,0,1,20,0,0,0,0,0,0,0,0,0,876,1,30,22,0,22,0,25,28,18,0,0,5,0,27,5
384,Laurentian Hills,2004,69,Laurentian Hills,Town of Laurentian Hills,"34465 Highway 17, RR 1",K0J1P0,Deep River,,library.laurentianhills.ca,Public or Union Library,2693,1379,0,0,01/01/2004,12/31/2004,SOLS,1011,2608,Surplus,8019,62376,0,7184,2218,3834,0,295,83926,8000,0,0,0,8000,23782,0,51656,0,10905,0,0,0,0,0,0,0,86343,8000,175,49,3,539,49,3,1,0,0,23,0,0,23,0,0,15632,163,7,20943,163,7,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,30,1,17,45,24,6,4,2,2,Yes,Winnebago Spectrum,0,1,15,1,12,0,0,0,0,0,0,0,17198,25,420,92,283,101,358,463,410,31,1,0,4,2,183,63
383,Laurentian Valley Twp,2004,69,Laurentian Valley Twp,Township of Laurentian Valley,460 Witt Road,K8A6W5,Pembroke,,www.laurentianvalleytwsp.on.ca,Contracting Municipality,8801,3580,0,0,01/01/2004,12/31/2004,,0,0,Nil,14568,76700,0,0,0,0,0,0,91268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91268,0,91268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,LaVallee Twp,2004,87,LaVallee Twp,,P.O. Box 99,P0W1C0,Devlin,56 Church Road,lavalley@nwonet.net,Contracting Municipality,1002,390,0,0,01/01/2004,12/31/2004,,0,0,Nil,1887,0,0,0,0,0,0,0,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1887,0,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,Leeds and the Thousand Islands,2004,56,Leeds and the Thousand Islands,,Box  219,K0E1L0,Lansdowne,1 - B Jessie St.,www.ltipl.net,Public or Union Library,8743,5531,0,0,01/01/2004,12/31/2004,SOLS,1809,0,Nil,28494,184777,0,22681,1828,7270,930,0,245980,0,0,6000,0,6000,31901,5845,142592,1214,0,7276,589,27108,14387,0,0,14275,245187,5863,195,3,0,803,3,0,1,0,0,60,0,0,60,0,0,34733,117,0,35449,117,0,320,0,0,350,0,0,59,2,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,1,24,3,65,28,4,13,9,4,9,Yes,MultiLis,0,1,35,0,0,3,11,0,0,0,0,0,45753,69,1693,1079,1138,1118,1871,851,371,95,30,0,66,6,492,0
243,Lennox and Addington County,2004,57,Lennox and Addington County,,97 Thomas Street East,K7R4B9,Napanee,,www.lennox-addington.on.ca,"County, County co-operative or Regional Municipality Library",32791,15511,0,0,01/01/2004,12/31/2004,SOLS,9564,0,Nil,93351,787890,56148,57535,2062,15567,0,0,1012553,0,0,0,0,0,78839,1166,711036,11179,15749,22558,3705,133505,0,0,0,34816,1012553,0,773,3,0,1837,6,0,1,0,0,6,0,0,18,0,0,66700,900,175,104960,1107,175,147,0,0,160,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,1,9,0,0,0,0,0,0,0,16,92,9,11,48,46,14,48,Yes,multiLIS,0,0,0,2,108,8,63,0,0,0,0,0,128759,131,2005,2722,1522,2796,2746,2017,3578,656,0,0,175,0,1904,0
433,Lincoln,2004,18,Lincoln,,PO Box 460,L0R1B0,Beamsville,4996 Beam Street,www.lincoln.library.on.ca,Public or Union Library,19555,7695,0,0,01/01/2004,12/31/2004,SOLS,17546,0,Nil,40880,591051,0,2400,12573,27909,0,0,674813,0,7481,81000,15768,104249,103750,5000,455759,4766,61648,6414,1819,12503,0,0,0,23154,674813,86000,377,1,0,816,2,0,4,2,0,14,0,0,14,0,0,51179,229,530,69830,267,853,70,0,0,88,0,0,43,0,0,2,0,0,0,0,0,0,0,0,4050,0,0,35,3,1,0,2,0,0,0,1,25,0,0,8,20,1,5,18,12,4,2,Yes,Horizon,0,1,63,1,47,0,0,0,0,0,0,0,181628,133,2881,1352,798,1522,1634,3692,670,406,12,0,133,12,3406,549
245,London,2004,59,London,,251 Dundas St.,N6A6H9,London,,http://www.londonpubliclibrary.ca,Public or Union Library,323615,150592,0,0,01/01/2004,12/31/2004,SOLS,163684,163757,Surplus,598829,13654000,0,701339,595203,796760,0,0,16346131,0,0,352375,0,352375,1440608,159235,10517376,44683,2051610,116606,59813,536943,230223,0,0,593831,15750928,352375,19635,239,32,39373,468,71,13,0,0,57,0,0,357,0,0,399479,12038,15767,989713,16354,25219,0,0,0,0,0,0,1454,24,36,5,0,0,0,0,0,0,0,0,3843,0,0,35,47,0,0,124,0,7,119,0,0,0,0,43,731,450,133,358,274,72,12,Yes,Innovative Interface - Millenium,0,1,69,14,688,1,4,0,0,0,0,0,3598943,9990,177738,2258,3183,2502,6015,77663,22027,10410,585,0,3893,44,57670,22522
497,"Loring, Port Loring and District",2004,0,"Loring, Port Loring and District",,"c/o Judy Esch, Sec/Treasurer, 1510 Village Road",P0H1B0,Astorville,"11767 Hwy 522, Port Loring, Ontario  P0H 1Y0",,LSB Library,700,0,0,0,04/01/2004,03/31/2005,OLS-N,100,0,Nil,5808,0,0,0,0,0,0,0,5808,0,0,0,0,0,3645,0,1300,0,0,0,0,0,0,0,0,581,5526,0,1000,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,2000,100,0,2000,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,0,0,No,,0,1,3,0,0,0,0,0,0,0,0,0,5200,0,0,0,0,0,0,100,60,0,0,0,40,0,100,0
190,"MacDonald, Meredith & Aberdeen Add'l Twp",2004,80,"MacDonald, Meredith & Aberdeen Add'l Twp",,"P.O. Box 10,  208 Church Street",P0S1C0,Echo Bay,,www.echobay.ca,Contracting Municipality,1413,768,0,0,01/01/2004,12/31/2004,,0,0,Nil,3581,0,0,0,0,0,0,0,3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3581,0,3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,Madawaska Valley,2004,69,Madawaska Valley,,P.O. Box 970,K0J1B0,Barry's Bay,19474 Opeongo Line,bblibry@bellnet.ca,Public or Union Library,4186,2985,767,546,01/01/2004,12/31/2004,OLS-N,1560,315,Surplus,19729,84800,2292,2893,55,12448,1745,13,123975,15000,0,8075,35415,58490,21351,328,83638,565,7098,884,0,0,1437,0,0,8881,124182,58490,381,0,0,423,0,0,1,0,0,0,0,0,0,0,0,18731,142,257,20812,142,257,0,0,0,0,0,0,23,0,0,250,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,0,0,4,10,6,11,6,3,2,1,Yes,Spectrum,0,1,25,0,0,0,0,0,0,0,0,0,28333,10,682,247,290,271,374,484,24,16,12,0,17,0,202,0
193,Madoc Twp,2004,51,Madoc Twp,,P.O. Box 503,K0K2K0,Madoc,15651 Highway 62,www.madoc.ca,Contracting Municipality,1905,845,0,0,01/01/2004,12/31/2004,,0,0,Nil,3274,18060,0,0,0,0,0,0,21334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20834,500,21334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Magnetawan,2004,86,Magnetawan,Municipality of Magnetawan,P.O. Box 130,P0A1P0,Magnetawan,4304 N. Sparks St,www.magnetawanlibrary.ca,Public or Union Library,1197,1832,0,0,01/01/2004,12/31/2004,OLS-N,590,4218,Surplus,10323,10300,0,5737,1500,2338,2449,127,32774,0,0,0,0,0,3958,0,17472,480,10716,1433,0,1000,1773,0,0,160,36992,0,12,0,0,35,0,0,2,2,4,34,0,0,34,0,0,7662,0,0,7740,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,16,2,7,2,2,6,6,6,6,Yes,athena,0,1,19,0,0,0,0,0,0,0,0,0,13416,6,120,222,6,264,222,258,56,27,21,0,11,44,65,78
407,Magnetawan FN,2004,86,Magnetawan FN,,"R.R. #1,    Box 15",P0G1A0,Britt,,,First Nations Library,78,0,0,0,04/01/2004,03/31/2005,OLS-N,34,0,Nil,288,5000,0,13000,0,0,0,0,18288,0,0,0,0,0,288,0,13000,0,4500,500,0,0,0,0,0,0,18288,0,28,0,0,120,0,0,0,0,0,90,0,1,90,0,1,3329,69,10,3491,69,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,5,2,0,5,Yes,winnebego,0,1,24,0,0,0,0,0,0,0,0,0,420,8,98,15,0,17,0,9,11,14,0,0,10,5,71,0
195,Manitouwadge Twp,2004,89,Manitouwadge Twp,,"2 Manitou rd Community Centre, Manitou Road",P0T2C0,Manitouwadge,2 Manitou Rd,www.olsn.ca/manitouwadge,Public or Union Library,2687,1315,0,0,04/01/2004,03/31/2005,OLS-N,2048,0,Nil,7094,84336,0,7855,0,6597,0,0,105882,0,0,0,0,0,6096,0,75411,2061,4535,1788,0,10636,0,0,0,5355,105882,0,1408,73,0,1588,98,0,2,1,0,26,2,0,26,2,0,21669,2926,38,21752,2956,38,62,4,0,62,4,0,74,6,0,1,0,0,0,0,0,0,0,0,2,0,0,35,0,0,0,1,0,0,0,0,0,0,0,5,40,0,0,6,5,5,6,Yes,GLAS,0,1,44,0,0,0,0,0,0,0,0,0,37423,120,362,143,285,199,391,703,374,123,42,0,131,12,648,157
196,Marathon Twp,2004,89,Marathon Twp,,P.O. Box 400,P0T2E0,Marathon,22 Peninsula Road,http://my.tbaytel.net/marlibrary/,Public or Union Library,4095,1795,0,0,01/01/2004,12/31/2004,OLS-N,1658,894,Surplus,22536,132000,0,5241,0,11102,894,0,171773,0,0,0,0,0,17202,0,115112,1126,19797,2106,0,10419,0,3245,0,4726,173733,183,405,6,16,814,11,16,0,0,0,0,0,0,0,0,0,20164,722,0,20425,876,0,37,0,0,37,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,1,28,3,16,0,0,6,3,1,2,Yes,Winnebago Spectrum-version 5.2,0,1,50,0,0,0,0,0,0,0,0,0,25755,12,512,74,0,85,0,515,387,110,0,0,34,0,590,0
99,Markham,2004,27,Markham,,6031 Highway 7,L3P3A7,Markham,,http://www.markhampubliclibrary.ca,Public or Union Library,202781,69442,0,0,01/01/2004,12/31/2004,SOLS,157536,9621,Surplus,228778,7357240,0,46991,3454,443348,0,0,8079811,0,0,2577430,0,2577430,1199932,173858,4666311,36094,828366,44046,70447,157960,0,0,0,437771,7614785,2577430,9501,295,66,49197,821,72,9,0,0,72,1,1,204,4,1,297698,7888,29946,558378,12102,49663,2144,44,38,5235,65,95,553,7,35,8,1,1,1,0,0,4,0,0,9370,67,215,35,26,10,0,25,0,1,13,14,255,0,0,157,1569,154,0.59,94,58,82,12,Yes,Dynix Horizon Library Systems 7.3 1a,0,0,0,6,371.5,0,0,0,0,0,0,0,2627901,3088,51576,958,1866,1267,1866,50880,13070,3648,2153,0,3532,3,30472,18336
447,"Markstay-Warren, Municipality of",2004,23,"Markstay-Warren, Municipality of",,Markstay Library,P0M2G0,Markstay,7 Pioneer St. East,www.olsn.ca/markstay-warrenpl,Public or Union Library,2666,1282,0,0,01/01/2004,12/31/2004,OLS-N,580,0,Nil,7152,38230,0,13000,0,0,0,0,58382,0,0,0,0,0,10755,0,22187,350,0,1005,0,11617,0,0,0,6311,52225,5960,450,87,0,450,87,0,0,0,0,0,0,0,0,0,0,19084,3586,0,19084,3586,0,9,0,0,13,0,0,870,100,0,0,0,0,7,0,0,7,0,0,0,0,0,35,0,0,0,0,0,1,22,2,17,0,0,0,0,4,8,7,7,7,0,Yes,LibrarySoft 6.1,0,0,0,0,0,2,18.5,0,0,0,0,0,10118,1,6,4,0,4,0,305,314,3,0,0,62,5,277,0
463,Marmora and Lake,2004,51,Marmora and Lake,,P.O. Box 340,K0K2M0,Marmora,37 Forsyth Street,www.marmoralibrary.ca/,Public or Union Library,3511,2482,0,0,01/01/2004,12/31/2004,SOLS,1551,9000,Surplus,10621,40308,0,8859,4242,442,0,0,64472,0,0,0,0,0,17288,0,38260,247,4904,997,551,1999,0,0,0,1990,66236,7236,277,1,2,486,1,2,0,0,0,0,0,0,0,0,0,19311,8,9,20570,8,9,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,22,2,14,6,10,9,7,1,9,Yes,Winnebago Spectrum  5,0,1,20,0,0,1,4,0,0,0,0,0,12341,74,856,123,0,123,0,272,155,49,0,0,68,0,289,0
428,Mattagami FN,2004,70,Mattagami FN,,P.O. Box 99,P0M1W0,Gogama,Same as the above,www.mattagami.com,First Nations Library,175,0,0,0,04/01/2004,03/31/2005,OLS-N,51,302,Surplus,302,0,0,13000,0,0,0,0,13302,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,13000,0,14,0,0,197,0,0,0,0,0,0,0,0,0,0,0,470,0,0,470,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,1,1,0,1,No,,0,1,30,0,0,0,0,0,0,0,0,0,2000,50,2050,0,0,0,0,30,60,15,0,0,20,0,100,0
134,Mattawa,2004,85,Mattawa,,P.O. Box 920,P0H1V0,Mattawa,370 pine St.,http://users.efni.com/~mplibrary/,Public or Union Library,2114,1036,1597,854,01/01/2004,12/31/2004,OLS-N,1287,-4366,Deficit,5334,69626,3458,11667,3650,10275,1900,47,105957,0,9000,0,0,9000,20429,0,80168,2386,4209,1608,0,10523,0,0,0,0,119323,0,160,24,0,900,320,0,0,0,0,2,2,0,2,2,0,17873,199,70,21551,4075,90,10,6,0,10,6,0,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,1,34,1,25,1,37,0,0,1,16,9,9,0,9,No,,0,1,44,0,0,0,0,0,0,0,0,0,127641,237,5128,341,46,389,13,3239,2432,594,260,0,213,124,569,98
461,Mattawan,2004,85,Mattawan,,P.O. Box 610,P0H1V0,Mattawa,947 Highway 530,,Contracting Municipality,97,87,0,0,01/01/2004,12/31/2004,,0,0,Nil,403,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Mattice-Val Cote,2004,81,Mattice-Val Cote,,S.P. 129,P0L1T0,Mattice,500 Route 11,www.olsn.ca/mattice-valcote/,Public or Union Library,836,403,0,0,01/01/2004,12/31/2004,OLS-N,460,-633,Deficit,2395,32204,0,16500,950,818,1000,154,54021,0,0,0,0,0,3671,807,32328,341,2301,785,0,3426,0,0,0,9829,53488,0,15,47,0,68,148,0,0,0,0,4,8,0,4,8,0,7310,12025,0,7310,12030,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,25,0,0,8,1,8,6,1,8,Yes,Mandarin M3,0,1,24,0,0,0,0,1,2,0,0,1,8682,45,525,65,0,82,0,140,17,30,0,0,9,2,68,2
199,McGarry Twp,2004,90,McGarry Twp,,P.O. Box 250,P0K1X0,Virginiatown,"1, 27th Street",www.olsn.ca/mcgarry,Public or Union Library,828,443,0,0,01/01/2004,12/31/2004,OLS-N,550,7156,Surplus,2699,37570,0,5002,2000,1257,0,0,48528,0,0,0,0,0,8386,0,29435,207,7050,765,0,3050,0,0,0,6715,55608,0,40,25,0,351,156,0,0,0,0,67,14,0,67,14,0,9207,4865,0,9207,4865,0,2,1,0,2,1,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,27,0,0,1,6,0,0,6,6,0,6,Yes,Librarysoft.6,0,1,15,0,0,0,0,0,0,0,0,0,5051,1,20,119,0,144,0,80,37,61,0,0,25,0,110,0
406,M'Chigeeng FN,2004,83,M'Chigeeng FN,,P.O. Box 331,P0P1G0,M'Chigeeng First Nation,#18 Lakeview Drive,karenm@lakeviewschool.ca,First Nations Library,865,0,0,0,04/01/2004,03/31/2005,OLS-N,235,0,Nil,3087,19442,0,17000,0,0,0,0,39529,0,0,0,0,0,1200,300,33029,200,0,500,300,4000,0,0,0,0,39529,0,20,0,0,242,0,0,0,0,0,20,0,0,20,0,0,7533,0,0,7533,0,0,21,0,0,40,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,No,,0,1,37.5,0,0,0,0,0,0,0,0,0,7732,250,3000,0,0,5,0,225,169,30,2,0,25,25,300,0
200,McKellar Twp,2004,86,McKellar Twp,,P.O. Box 10,P0G1C0,McKellar,#701  Highway 124,www.mckellarpubliclibrary.on.ca,Public or Union Library,885,1370,0,0,01/01/2004,12/31/2004,OLS-N,616,6523,Surplus,6421,21020,0,0,0,1774,0,2060,31275,0,0,0,0,0,2900,0,16380,0,4000,1871,0,232,0,0,0,1854,27237,0,7057,0,0,7066,0,0,0,0,0,0,0,0,0,0,0,7017,0,0,7017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,2,23,1,2,4,4,0,0,Yes,Athena,0,1,20,0,0,0,0,0,0,0,0,0,6527,1,31,224,84,227,224,62,15,76,0,0,13,0,76,0
201,"McMurrich/Monteith, the Corporation of the Township of",2004,86,"McMurrich/Monteith, the Corporation of the Township of",,P.O. Box 70,P0A1Y0,Sprucedale,31 William St,www.mcmurrichmonteith.com,Contracting Municipality,655,750,0,0,01/01/2004,12/31/2004,,0,0,Nil,2589,0,0,0,0,0,0,0,2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2589,0,2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,McNab-Braeside,2004,69,McNab-Braeside,,R.R. 2,K7A3G8,Arnprior,2508 Russett Drive,www.mcnabbraeside.com,Contracting Municipality,6520,2918,0,0,01/01/2004,12/31/2004,,0,0,Nil,22968,0,0,0,0,0,0,0,22968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22968,0,22968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
